epoch,g_loss,d_loss,g_running_loss,d_running_loss,time
1,-1.6599116325378418,0.19629037380218506,0.20564245058766562,1.8324869910353108,2023-10-24 13:03:04.778005
2,-0.9786847233772278,-0.7470465898513794,0.252250468151018,0.6299372912973245,2023-10-24 13:04:30.043114
3,-0.5597425699234009,0.2823154926300049,0.31862816205512173,0.5233627106691098,2023-10-24 13:05:55.307603
4,0.7465629577636719,0.19157405197620392,0.3544708598845333,0.3939286290809582,2023-10-24 13:07:20.044150
5,0.07355210930109024,-0.22171753644943237,0.33706562932362016,0.7446675296519484,2023-10-24 13:08:45.321794
6,0.05873336270451546,0.14054392278194427,0.3732718746003465,0.419098239512228,2023-10-24 13:10:00.469307
7,-1.3051480054855347,1.051174521446228,0.4151285000726098,0.7338768552471733,2023-10-24 13:11:10.900840
8,-0.6134864687919617,0.646410346031189,0.40511155080875977,0.7810547245483278,2023-10-24 13:12:21.730611
9,-0.001331616542302072,-0.16019999980926514,0.37591925076386223,0.8152266154751494,2023-10-24 13:13:41.791117
10,-0.07035356014966965,-0.6187035441398621,0.40678842305413143,0.5670061839737615,2023-10-24 13:14:51.625285
11,-1.2280585765838623,-0.6987094879150391,0.47473286046846375,0.6215042415113181,2023-10-24 13:15:53.301778
12,-1.1809104681015015,0.3707176446914673,0.4863159733292786,1.2440583709729194,2023-10-24 13:16:56.351176
13,-0.6230065226554871,-0.1470767855644226,0.3861907046997113,1.0140285523531032,2023-10-24 13:18:01.702540
14,-1.1836199760437012,-0.35547322034835815,0.42987877217984877,0.5871335940336788,2023-10-24 13:19:04.780406
15,-0.3668031394481659,0.1462709903717041,0.4051857925536722,0.606153836267857,2023-10-24 13:20:03.243752
16,-0.3206515610218048,0.06597938388586044,0.37715569190937376,0.4945514338309707,2023-10-24 13:21:06.402131
17,-1.4228942394256592,-0.018074512481689453,0.3714602190307398,1.2458045432327112,2023-10-24 13:22:19.307613
18,-1.0990160703659058,-0.4551934003829956,0.3898659599643306,0.9499284496977699,2023-10-24 13:23:31.749997
19,-0.15182626247406006,0.3436052203178406,0.40672015001326195,1.008147204026916,2023-10-24 13:24:43.035152
20,-1.3976250886917114,-0.812916100025177,0.42591451590330254,1.0273843359938344,2023-10-24 13:25:54.940445
21,-1.0483193397521973,0.3937479257583618,0.41090732205070946,1.0773751234842148,2023-10-24 13:27:07.856453
22,-0.43899285793304443,-0.6676245927810669,0.40768864897158946,0.9498807187881443,2023-10-24 13:28:18.839388
23,-0.7725409865379333,0.36494123935699463,0.3712976096190422,1.1096882137294617,2023-10-24 13:29:28.906521
24,-1.2432396411895752,-1.257406234741211,0.40589257868135026,1.0540416600255236,2023-10-24 13:30:39.536990
25,-1.01089346408844,-0.036562442779541016,0.41089176538924455,1.3600992075797276,2023-10-24 13:32:03.597668
26,-0.8027816414833069,0.042002201080322266,0.3849617534124779,0.8346420937888928,2023-10-24 13:33:18.131800
27,-0.7271942496299744,-0.3920717239379883,0.43314302325067733,0.6043202723465414,2023-10-24 13:34:43.538949
28,-0.4542374610900879,-0.04291725158691406,0.4136523217479378,0.6795880989402981,2023-10-24 13:36:10.057901
29,-0.2421189546585083,-0.020796120166778564,0.464201016958637,0.8004640555464066,2023-10-24 13:37:35.734587
30,-1.4753583669662476,-0.6816068291664124,0.41086978162921634,1.044602690565283,2023-10-24 13:39:00.960688
31,-0.6592457890510559,0.7941573858261108,0.4387135748197193,0.9373449461953149,2023-10-24 13:40:26.544290
32,-1.1692508459091187,0.6728848218917847,0.4056326457363391,0.7190078852441281,2023-10-24 13:41:52.459093
33,-1.5765032768249512,-0.24684983491897583,0.4158962845410171,1.043109278311493,2023-10-24 13:43:18.433823
34,-0.5117475390434265,0.5251967906951904,0.418221995294818,1.0193574437598212,2023-10-24 13:44:43.763997
35,-0.31803733110427856,0.6851816177368164,0.4127754659141199,0.7503566941901992,2023-10-24 13:46:08.300852
36,-0.11133552342653275,-0.040371090173721313,0.4408634592654553,0.631975513286719,2023-10-24 13:47:34.085743
37,-0.6078422665596008,-1.3281477689743042,0.4140908869307654,0.5462472079734616,2023-10-24 13:48:59.658459
38,-0.640478253364563,0.1468592882156372,0.3648996404654946,0.9627294326155937,2023-10-24 13:50:25.817762
39,-1.1189955472946167,-0.003743410110473633,0.3795619828076015,1.168313230962402,2023-10-24 13:51:51.531619
40,-1.5088367462158203,0.3738488554954529,0.4206354481051205,1.0405715317710449,2023-10-24 13:53:16.845281
41,-0.3860137462615967,0.36773681640625,0.38711695570634447,0.935918225597134,2023-10-24 13:54:42.641522
42,-1.2693372964859009,-0.22901415824890137,0.392328286490701,1.1999497960683576,2023-10-24 13:56:08.417064
43,-1.1678388118743896,0.8316833972930908,0.43344937666858496,1.1307352732448472,2023-10-24 13:57:33.455753
44,-1.8425062894821167,-0.5383962988853455,0.42119662245727985,0.658339599959047,2023-10-24 13:58:58.837070
45,-0.8404282927513123,0.2113383412361145,0.4480019334895981,0.5003470621734074,2023-10-24 14:00:22.348774
46,-0.49452289938926697,-0.8475350737571716,0.4676059874732364,0.7493049810870104,2023-10-24 14:01:48.041548
47,-1.1732145547866821,-0.3559303283691406,0.44846707455972246,0.6418773052301484,2023-10-24 14:03:13.683667
48,-0.28464844822883606,1.021691083908081,0.4745315424857571,0.8230166691840863,2023-10-24 14:04:39.117950
49,0.5170682668685913,-1.0513415336608887,0.4500755374791168,0.5775207259860394,2023-10-24 14:06:04.762501
50,-0.9690107703208923,-0.031146883964538574,0.43783708701008245,0.9966890261393523,2023-10-24 14:07:30.883682
51,-0.6755108833312988,-0.2569007873535156,0.36572435584959956,1.0079377054157648,2023-10-24 14:08:56.111667
52,-0.3601643443107605,0.2939455211162567,0.3669377946113858,0.7430828963576058,2023-10-24 14:10:21.501323
53,-0.934479832649231,0.22576147317886353,0.44274689637592085,0.6283120548656068,2023-10-24 14:11:46.595247
54,-0.8963611125946045,0.6148248910903931,0.3842569129439712,0.5388368271076336,2023-10-24 14:13:07.897015
55,-1.216530680656433,0.5889519453048706,0.38776751179323504,0.7881264754178413,2023-10-24 14:14:30.360263
56,0.17020897567272186,0.11780428141355515,0.41732530880659097,0.6227196335876436,2023-10-24 14:15:56.142291
57,-0.3684937059879303,0.6417073011398315,0.35010670973289654,0.48049284140534626,2023-10-24 14:17:22.005396
58,-0.838773787021637,-1.0149633884429932,0.33488584439899877,0.7481726380444493,2023-10-24 14:18:48.170348
59,-0.21441973745822906,0.37757056951522827,0.3469579349731959,0.6666527857761186,2023-10-24 14:20:14.332017
60,-0.7127677798271179,0.6383237838745117,0.3461635000032829,0.5887671001247853,2023-10-24 14:21:40.777314
61,-0.32279565930366516,0.5352762937545776,0.34947880304339324,0.5449190855255187,2023-10-24 14:23:05.353651
62,0.2566205859184265,-0.4729119539260864,0.36719212090023434,0.3276664280150107,2023-10-24 14:24:30.107360
63,-0.13920976221561432,0.6679028272628784,0.3713593039329839,0.4587656784236093,2023-10-24 14:25:56.690125
64,-0.31329160928726196,-0.1799229085445404,0.3609513110794157,0.614273558341076,2023-10-24 14:27:22.886007
65,-0.3637799322605133,-0.14255142211914062,0.350136745259211,0.5572571677283285,2023-10-24 14:28:48.875824
66,1.201720952987671,-0.47202956676483154,0.3920635034166171,0.3928547267262873,2023-10-24 14:30:14.778802
