epoch,g_loss,d_loss,g_running_loss,d_running_loss,time
1,0.33673661947250366,-0.5445475578308105,0.3495168883187568,0.758629454759813,2023-10-23 10:21:24.943322
2,-0.4814401865005493,-0.28680336475372314,0.41874399739751206,0.5891950319988676,2023-10-23 10:22:53.409910
3,0.15528438985347748,0.1901918649673462,0.487243080130865,0.8049665820989419,2023-10-23 10:24:21.855867
4,-0.9895629286766052,-0.9094756841659546,0.4869715993138038,0.4902782332013561,2023-10-23 10:25:50.181001
5,-1.2783915996551514,-0.04285246133804321,0.4818597189508952,0.5061200000230234,2023-10-23 10:27:18.531364
6,0.19724535942077637,0.07593399286270142,0.5158928867527529,0.7139059681187785,2023-10-23 10:28:45.993328
7,-2.2736029624938965,-0.15556657314300537,0.5185896032037371,0.6813264163359453,2023-10-23 10:30:14.120871
8,-1.0267624855041504,0.6213661432266235,0.4974970296817089,0.9810362102125436,2023-10-23 10:31:42.975790
9,0.4580877721309662,0.7888617515563965,0.5210033441940417,0.8664149257023573,2023-10-23 10:33:11.458738
10,-0.9151601195335388,0.04533132165670395,0.6134146537003956,0.7341329475345376,2023-10-23 10:34:39.915685
11,0.665034294128418,-0.0247991681098938,0.577327738651772,0.8949103045151456,2023-10-23 10:36:08.359560
12,-1.0758888721466064,-0.8709511756896973,0.5122116844882427,1.1054231698332808,2023-10-23 10:37:36.585666
13,-1.17520272731781,-0.6030409336090088,0.45227818824501653,1.2774860789275422,2023-10-23 10:39:04.723820
14,-1.976718544960022,-1.073014736175537,0.4393345144415191,1.5642729816026986,2023-10-23 10:40:33.063621
15,-0.9178704023361206,-0.7899773120880127,0.47689505837111157,1.4840116044544136,2023-10-23 10:42:01.662514
16,-1.3252754211425781,-0.6698125600814819,0.5025426795789105,0.6486952133777906,2023-10-23 10:43:30.448408
17,-1.729191780090332,-0.02801525592803955,0.4764868708229379,1.1513080738816195,2023-10-23 10:44:58.804920
18,-1.021483063697815,-0.7747536897659302,0.47920572923624566,1.395058765990456,2023-10-23 10:46:27.283737
19,-1.3452351093292236,0.3771559000015259,0.4272318933807645,1.1074663502506361,2023-10-23 10:47:55.901830
20,0.09097977727651596,-0.5534359216690063,0.4218177550099036,0.829802161076027,2023-10-23 10:49:23.899447
21,-0.8102850914001465,0.23432540893554688,0.4084732365918908,1.0427290013404977,2023-10-23 10:50:52.297223
22,-0.6281058192253113,0.25192713737487793,0.38300593334216215,0.6382506202646203,2023-10-23 10:52:20.411976
23,-1.3420538902282715,0.6528140306472778,0.37068663205695057,0.6684086023882193,2023-10-23 10:53:49.090177
24,-1.4547526836395264,0.3127107620239258,0.43024781659275657,0.7422157239453087,2023-10-23 10:55:17.189087
25,-2.3249542713165283,-0.7825912237167358,0.41838154874681704,1.3807452109728107,2023-10-23 10:56:45.721027
26,-1.0644859075546265,0.5124672651290894,0.4140418327530386,1.6628889326328555,2023-10-23 10:58:13.324632
27,-1.8875999450683594,0.03495907783508301,0.46833952225231934,1.1634054480477327,2023-10-23 10:59:41.955512
28,-0.24424685537815094,-0.4652361273765564,0.4450170145622692,1.0911897275398197,2023-10-23 11:00:58.123591
