epoch,batch,loss,time
1,1,0.25512340664863586,2023-09-26 14:50:27.128455
1,2,0.22707343101501465,2023-09-26 14:50:27.138501
1,3,0.2022809237241745,2023-09-26 14:50:27.158740
1,4,0.17992332577705383,2023-09-26 14:50:27.175878
1,5,0.16059474647045135,2023-09-26 14:50:27.191453
1,6,0.1432836502790451,2023-09-26 14:50:27.201442
1,7,0.1284572333097458,2023-09-26 14:50:27.212434
1,8,0.11515732109546661,2023-09-26 14:50:27.221838
1,9,0.10467001050710678,2023-09-26 14:50:27.233652
1,10,0.09571587294340134,2023-09-26 14:50:27.248434
1,11,0.08855042606592178,2023-09-26 14:50:27.265433
1,12,0.0827937051653862,2023-09-26 14:50:27.281206
1,13,0.07854517549276352,2023-09-26 14:50:27.295814
1,14,0.07480812072753906,2023-09-26 14:50:27.310171
1,15,0.07131309062242508,2023-09-26 14:50:27.324436
1,16,0.06909936666488647,2023-09-26 14:50:27.338584
1,17,0.06703739613294601,2023-09-26 14:50:27.354140
1,18,0.06569807231426239,2023-09-26 14:50:27.371301
1,19,0.0648789256811142,2023-09-26 14:50:27.393926
1,20,0.06350541859865189,2023-09-26 14:50:27.416495
1,21,0.06361304223537445,2023-09-26 14:50:27.424274
1,22,0.062023039907217026,2023-09-26 14:50:27.432185
1,23,0.062050674110651016,2023-09-26 14:50:27.439097
1,24,0.061222147196531296,2023-09-26 14:50:27.446814
1,25,0.0611543245613575,2023-09-26 14:50:27.455342
1,26,0.060060255229473114,2023-09-26 14:50:27.463459
1,27,0.05965515971183777,2023-09-26 14:50:27.471403
1,28,0.060225024819374084,2023-09-26 14:50:27.478631
1,29,0.05999359115958214,2023-09-26 14:50:27.487759
1,30,0.060085177421569824,2023-09-26 14:50:27.495715
1,31,0.05951663851737976,2023-09-26 14:50:27.504524
1,32,0.058882735669612885,2023-09-26 14:50:27.512954
1,33,0.06009712442755699,2023-09-26 14:50:27.521501
1,34,0.05991725996136665,2023-09-26 14:50:27.529433
1,35,0.05893425643444061,2023-09-26 14:50:27.538221
1,36,0.05903530493378639,2023-09-26 14:50:27.547622
1,37,0.05967917665839195,2023-09-26 14:50:27.556244
1,38,0.059154216200113297,2023-09-26 14:50:27.564976
1,39,0.0595482736825943,2023-09-26 14:50:27.574091
1,40,0.05882197245955467,2023-09-26 14:50:27.594785
1,41,0.06062191352248192,2023-09-26 14:50:27.613638
1,42,0.058972738683223724,2023-09-26 14:50:27.631359
1,43,0.058902107179164886,2023-09-26 14:50:27.647981
1,44,0.05932201072573662,2023-09-26 14:50:27.663612
1,45,0.05961037427186966,2023-09-26 14:50:27.672443
1,46,0.05855221301317215,2023-09-26 14:50:27.681794
1,47,0.058814093470573425,2023-09-26 14:50:27.702165
1,48,0.05855797231197357,2023-09-26 14:50:27.721832
1,49,0.05904805287718773,2023-09-26 14:50:27.731121
1,50,0.059094056487083435,2023-09-26 14:50:27.742103
1,51,0.05928952991962433,2023-09-26 14:50:27.756544
1,52,0.05911378562450409,2023-09-26 14:50:27.766737
1,53,0.05858515202999115,2023-09-26 14:50:27.775114
1,54,0.059275250881910324,2023-09-26 14:50:27.783027
1,55,0.058478835970163345,2023-09-26 14:50:27.791396
1,56,0.05895503610372543,2023-09-26 14:50:27.801122
1,57,0.05969696864485741,2023-09-26 14:50:27.812451
1,58,0.05843781679868698,2023-09-26 14:50:27.828169
1,59,0.058580633252859116,2023-09-26 14:50:27.843507
1,60,0.058547887951135635,2023-09-26 14:50:27.861007
1,61,0.05899742618203163,2023-09-26 14:50:27.873409
1,62,0.05946234241127968,2023-09-26 14:50:27.881691
1,63,0.058792367577552795,2023-09-26 14:50:27.890312
1,64,0.05810572952032089,2023-09-26 14:50:27.899115
1,65,0.05940818041563034,2023-09-26 14:50:27.907657
2,1,0.058424875140190125,2023-09-26 14:50:27.916164
2,2,0.058768175542354584,2023-09-26 14:50:27.924469
2,3,0.05860622972249985,2023-09-26 14:50:27.932728
2,4,0.05976160988211632,2023-09-26 14:50:27.941213
2,5,0.059125177562236786,2023-09-26 14:50:27.949845
2,6,0.0581786185503006,2023-09-26 14:50:27.958959
2,7,0.05896568298339844,2023-09-26 14:50:27.968730
2,8,0.05879352614283562,2023-09-26 14:50:27.976680
2,9,0.05885528773069382,2023-09-26 14:50:27.985383
2,10,0.058349642902612686,2023-09-26 14:50:27.995164
2,11,0.05951009690761566,2023-09-26 14:50:28.006191
2,12,0.0585063174366951,2023-09-26 14:50:28.016903
2,13,0.05890113115310669,2023-09-26 14:50:28.027165
2,14,0.05842939019203186,2023-09-26 14:50:28.034882
2,15,0.05837505683302879,2023-09-26 14:50:28.045105
2,16,0.05878089368343353,2023-09-26 14:50:28.055559
2,17,0.058462779968976974,2023-09-26 14:50:28.066298
2,18,0.05900229886174202,2023-09-26 14:50:28.077044
2,19,0.05874277651309967,2023-09-26 14:50:28.087939
2,20,0.05875464901328087,2023-09-26 14:50:28.107373
2,21,0.058924414217472076,2023-09-26 14:50:28.127058
2,22,0.05880187079310417,2023-09-26 14:50:28.135603
2,23,0.059266313910484314,2023-09-26 14:50:28.146324
2,24,0.059132300317287445,2023-09-26 14:50:28.153908
2,25,0.058404501527547836,2023-09-26 14:50:28.163447
2,26,0.05927760526537895,2023-09-26 14:50:28.171626
2,27,0.05834915116429329,2023-09-26 14:50:28.180504
2,28,0.05985366553068161,2023-09-26 14:50:28.189702
2,29,0.058722130954265594,2023-09-26 14:50:28.199711
2,30,0.05832582339644432,2023-09-26 14:50:28.210780
2,31,0.058649543672800064,2023-09-26 14:50:28.222706
2,32,0.05787556618452072,2023-09-26 14:50:28.238230
2,33,0.05792431905865669,2023-09-26 14:50:28.254029
2,34,0.05907398834824562,2023-09-26 14:50:28.269613
2,35,0.05932501703500748,2023-09-26 14:50:28.277316
2,36,0.059342171996831894,2023-09-26 14:50:28.285337
2,37,0.05823647230863571,2023-09-26 14:50:28.293687
2,38,0.059339169412851334,2023-09-26 14:50:28.301712
2,39,0.058414507657289505,2023-09-26 14:50:28.310262
2,40,0.05807575583457947,2023-09-26 14:50:28.320345
2,41,0.05895388126373291,2023-09-26 14:50:28.331286
2,42,0.05874042585492134,2023-09-26 14:50:28.342193
2,43,0.06009858101606369,2023-09-26 14:50:28.352285
2,44,0.0585341639816761,2023-09-26 14:50:28.365391
2,45,0.05881202593445778,2023-09-26 14:50:28.373942
2,46,0.0581962876021862,2023-09-26 14:50:28.382287
2,47,0.05923730134963989,2023-09-26 14:50:28.390961
2,48,0.05833781883120537,2023-09-26 14:50:28.398767
2,49,0.05843302980065346,2023-09-26 14:50:28.408344
2,50,0.05900128185749054,2023-09-26 14:50:28.419038
2,51,0.05841374024748802,2023-09-26 14:50:28.430742
2,52,0.05913684889674187,2023-09-26 14:50:28.442999
2,53,0.05843859165906906,2023-09-26 14:50:28.455049
2,54,0.05768599733710289,2023-09-26 14:50:28.468646
2,55,0.058606356382369995,2023-09-26 14:50:28.477871
2,56,0.0593104250729084,2023-09-26 14:50:28.488207
2,57,0.05860656499862671,2023-09-26 14:50:28.499250
2,58,0.05876978859305382,2023-09-26 14:50:28.510361
2,59,0.05843022093176842,2023-09-26 14:50:28.522250
2,60,0.05860932171344757,2023-09-26 14:50:28.539905
2,61,0.05898938328027725,2023-09-26 14:50:28.559548
2,62,0.0581483356654644,2023-09-26 14:50:28.578645
2,63,0.05912550538778305,2023-09-26 14:50:28.588398
2,64,0.05835423618555069,2023-09-26 14:50:28.598875
2,65,0.058296557515859604,2023-09-26 14:50:28.608227
3,1,0.05787525326013565,2023-09-26 14:50:28.616692
3,2,0.05832481384277344,2023-09-26 14:50:28.626254
3,3,0.058957960456609726,2023-09-26 14:50:28.636242
3,4,0.05855945125222206,2023-09-26 14:50:28.647284
3,5,0.05837838724255562,2023-09-26 14:50:28.659452
3,6,0.05894338712096214,2023-09-26 14:50:28.670092
3,7,0.057986076921224594,2023-09-26 14:50:28.678665
3,8,0.05838929861783981,2023-09-26 14:50:28.688638
3,9,0.058979734778404236,2023-09-26 14:50:28.699922
3,10,0.05885997414588928,2023-09-26 14:50:28.712834
3,11,0.058735258877277374,2023-09-26 14:50:28.727991
3,12,0.05886334925889969,2023-09-26 14:50:28.749489
3,13,0.058806680142879486,2023-09-26 14:50:28.770522
3,14,0.0583837553858757,2023-09-26 14:50:28.791442
3,15,0.059141241014003754,2023-09-26 14:50:28.812375
3,16,0.05940757319331169,2023-09-26 14:50:28.832153
3,17,0.05865069106221199,2023-09-26 14:50:28.851539
3,18,0.058288492262363434,2023-09-26 14:50:28.868211
3,19,0.058172762393951416,2023-09-26 14:50:28.879704
3,20,0.059137504547834396,2023-09-26 14:50:28.890461
3,21,0.05841032788157463,2023-09-26 14:50:28.898336
3,22,0.058270860463380814,2023-09-26 14:50:28.907006
3,23,0.05929148569703102,2023-09-26 14:50:28.914754
3,24,0.05817863717675209,2023-09-26 14:50:28.922307
3,25,0.05854335054755211,2023-09-26 14:50:28.930709
3,26,0.05867641791701317,2023-09-26 14:50:28.939168
3,27,0.058608125895261765,2023-09-26 14:50:28.948038
3,28,0.05850265920162201,2023-09-26 14:50:28.956905
3,29,0.05915297195315361,2023-09-26 14:50:28.965895
