epoch,batch,loss,time
1,1,0.25850144028663635,2024-01-14 20:48:00.038557
1,2,0.23109117150306702,2024-01-14 20:48:00.049722
1,3,0.20619450509548187,2024-01-14 20:48:00.059971
1,4,0.18378648161888123,2024-01-14 20:48:00.069440
1,5,0.1644643098115921,2024-01-14 20:48:00.077827
1,6,0.14779971539974213,2024-01-14 20:48:00.086673
1,7,0.1330428123474121,2024-01-14 20:48:00.094975
1,8,0.12087266147136688,2024-01-14 20:48:00.103381
1,9,0.11081705242395401,2024-01-14 20:48:00.111406
1,10,0.10230151563882828,2024-01-14 20:48:00.120015
1,11,0.09566185623407364,2024-01-14 20:48:00.128147
1,12,0.09043742716312408,2024-01-14 20:48:00.136106
1,13,0.08579855412244797,2024-01-14 20:48:00.144245
1,14,0.08216315507888794,2024-01-14 20:48:00.152206
1,15,0.08028902858495712,2024-01-14 20:48:00.160162
1,16,0.07798534631729126,2024-01-14 20:48:00.168601
1,17,0.07673855870962143,2024-01-14 20:48:00.176735
1,18,0.07498583197593689,2024-01-14 20:48:00.185466
2,1,0.07441303133964539,2024-01-14 20:48:00.193333
2,2,0.07374966889619827,2024-01-14 20:48:00.202111
2,3,0.07332539558410645,2024-01-14 20:48:00.210516
2,4,0.07248043268918991,2024-01-14 20:48:00.219240
2,5,0.07177774608135223,2024-01-14 20:48:00.228086
2,6,0.07151791453361511,2024-01-14 20:48:00.236071
2,7,0.07140570133924484,2024-01-14 20:48:00.244117
2,8,0.07111681252717972,2024-01-14 20:48:00.252431
2,9,0.0714365690946579,2024-01-14 20:48:00.261258
2,10,0.07096687704324722,2024-01-14 20:48:00.269349
2,11,0.07099076360464096,2024-01-14 20:48:00.278133
2,12,0.07091010361909866,2024-01-14 20:48:00.286305
2,13,0.0708884745836258,2024-01-14 20:48:00.294767
2,14,0.0708228275179863,2024-01-14 20:48:00.303272
2,15,0.0706264078617096,2024-01-14 20:48:00.311353
2,16,0.07048375904560089,2024-01-14 20:48:00.319963
2,17,0.07074256986379623,2024-01-14 20:48:00.328394
2,18,0.07012257725000381,2024-01-14 20:48:00.336465
3,1,0.07024719566106796,2024-01-14 20:48:00.344532
3,2,0.07052519917488098,2024-01-14 20:48:00.353034
3,3,0.06993290781974792,2024-01-14 20:48:00.361047
3,4,0.07010790705680847,2024-01-14 20:48:00.369275
3,5,0.07007657736539841,2024-01-14 20:48:00.377441
3,6,0.06998959928750992,2024-01-14 20:48:00.385375
3,7,0.07046493142843246,2024-01-14 20:48:00.393438
3,8,0.06992683559656143,2024-01-14 20:48:00.402222
3,9,0.07015469670295715,2024-01-14 20:48:00.410851
3,10,0.06998196244239807,2024-01-14 20:48:00.419695
3,11,0.07020455598831177,2024-01-14 20:48:00.428490
3,12,0.06997926533222198,2024-01-14 20:48:00.436540
3,13,0.0706392154097557,2024-01-14 20:48:00.444511
3,14,0.06998566538095474,2024-01-14 20:48:00.453082
3,15,0.07077883929014206,2024-01-14 20:48:00.461282
3,16,0.07003016024827957,2024-01-14 20:48:00.469189
3,17,0.07031470537185669,2024-01-14 20:48:00.477890
3,18,0.07034505158662796,2024-01-14 20:48:00.486000
4,1,0.07020879536867142,2024-01-14 20:48:00.494182
4,2,0.0696927160024643,2024-01-14 20:48:00.502570
4,3,0.0698336511850357,2024-01-14 20:48:00.510576
4,4,0.07019735872745514,2024-01-14 20:48:00.518478
4,5,0.07001391798257828,2024-01-14 20:48:00.526629
4,6,0.07027041912078857,2024-01-14 20:48:00.534558
4,7,0.07025834172964096,2024-01-14 20:48:00.542580
4,8,0.07037047296762466,2024-01-14 20:48:00.551013
4,9,0.06987293809652328,2024-01-14 20:48:00.559322
4,10,0.07046207785606384,2024-01-14 20:48:00.567958
4,11,0.06990314275026321,2024-01-14 20:48:00.576498
4,12,0.06977245956659317,2024-01-14 20:48:00.585160
4,13,0.06985154747962952,2024-01-14 20:48:00.593458
4,14,0.0702943205833435,2024-01-14 20:48:00.601663
4,15,0.070369191467762,2024-01-14 20:48:00.609959
4,16,0.07076457142829895,2024-01-14 20:48:00.618129
