epoch,g_loss,d_loss,g_running_loss,d_running_loss,time
1,1.4394437074661255,-0.1426343023777008,0.4355636584644134,1.4471564292907715,2024-01-28 19:41:06.170553
2,0.5244970321655273,0.04843360185623169,0.13586710003706126,0.4236867464505709,2024-01-28 19:41:12.342456
3,0.577782154083252,-0.16651561856269836,0.1221610624056596,0.1425906642125203,2024-01-28 19:41:18.113084
4,0.03514447808265686,0.06709372997283936,0.1554734690831258,0.29604686200618746,2024-01-28 19:41:23.872186
5,-0.1082543432712555,0.10438621044158936,0.09296890955704909,0.4778389435548049,2024-01-28 19:41:29.823495
6,-0.347310870885849,-0.06331682205200195,0.06713816569401668,0.7144004950156578,2024-01-28 19:41:35.655045
7,-0.6959536075592041,0.0752948522567749,0.06457123297911424,0.7906221591509306,2024-01-28 19:41:41.466429
8,-0.7658180594444275,0.10288238525390625,0.08262878839786236,1.1003778906968924,2024-01-28 19:41:47.261942
9,-1.029892921447754,0.1308687925338745,0.12433673418485201,1.2944405207267173,2024-01-28 19:41:53.280860
10,-0.8472287654876709,0.19063127040863037,0.13339253022120548,1.3870463004479041,2024-01-28 19:41:59.483063
11,-1.1362581253051758,0.2557058334350586,0.08761171744419978,1.5193181092922503,2024-01-28 19:42:05.605956
12,-1.5957303047180176,0.14807593822479248,0.10526288105891302,1.6276240312136137,2024-01-28 19:42:11.821867
13,-1.5934267044067383,0.07186150550842285,0.1095679704959576,1.6762716421714197,2024-01-28 19:42:18.036871
14,-1.390756368637085,0.002306222915649414,0.11529921384958121,1.709558259523832,2024-01-28 19:42:24.149153
15,-1.670910120010376,-0.03688311576843262,0.08471629802997295,1.8681412054942204,2024-01-28 19:42:30.183532
16,-1.7837859392166138,-0.059749603271484375,0.0915628616626446,1.7399754524230957,2024-01-28 19:42:36.367283
17,-1.2214411497116089,-0.09827566146850586,0.08479697520916278,1.7011544521038349,2024-01-28 19:42:42.621127
18,-1.2546745538711548,-0.1432509422302246,0.09498017567854661,1.6687048710309542,2024-01-28 19:42:48.802652
19,-1.0907814502716064,-0.24899709224700928,0.10657117366790772,1.582043093901414,2024-01-28 19:42:54.687040
20,-1.160050392150879,-0.09355056285858154,0.08628911972045898,1.5933305483597975,2024-01-28 19:43:00.542970
21,-1.2922520637512207,-0.017531275749206543,0.08297349489652193,1.5872672044313871,2024-01-28 19:43:06.365712
22,-1.1804077625274658,-0.17737412452697754,0.09042068811563345,1.5374987327135525,2024-01-28 19:43:12.250129
23,-1.290590763092041,0.0666046142578125,0.0859254213479849,1.5439764756422776,2024-01-28 19:43:18.119445
24,-1.1385841369628906,-0.0681619644165039,0.09842763680678147,1.5012507952176608,2024-01-28 19:43:23.983203
25,-0.9408316612243652,-0.11090493202209473,0.10322500008803148,1.3393853187561036,2024-01-28 19:43:29.840426
26,-0.8229955434799194,-0.15309607982635498,0.11527934441199669,1.3177231100889353,2024-01-28 19:43:35.651152
27,-1.0336731672286987,-0.07319939136505127,0.12239958231265728,1.1084127004329976,2024-01-28 19:43:41.494219
28,-0.6064074039459229,-0.1196819543838501,0.13247180718642015,0.9495564552453848,2024-01-28 19:43:47.359852
29,-0.5251133441925049,-0.2851499915122986,0.13623725267556996,0.8460605758887071,2024-01-28 19:43:53.129836
30,-0.31800150871276855,0.15876257419586182,0.15678220895620493,0.7388527223697076,2024-01-28 19:43:58.965149
31,-0.5053532719612122,-0.020748436450958252,0.14612837984011723,0.7269397552196796,2024-01-28 19:44:04.781170
32,-0.3058323264122009,-0.33361583948135376,0.16762969264617333,0.7021510811952444,2024-01-28 19:44:10.598559
33,-0.37205970287323,-0.0680837631225586,0.15032832255730263,0.7448500578220074,2024-01-28 19:44:16.382717
34,-0.3426283001899719,-0.0908968448638916,0.14371839990982643,0.65054117670426,2024-01-28 19:44:22.279070
35,-0.15316280722618103,-0.15148335695266724,0.159609526854295,0.6516905958835896,2024-01-28 19:44:28.155908
36,-0.5195528268814087,-0.046671390533447266,0.1377477975992056,0.795585468182197,2024-01-28 19:44:34.000390
37,-0.21458813548088074,0.02986133098602295,0.12894659179907578,0.7318455549386832,2024-01-28 19:44:39.839628
38,-0.5208761692047119,0.009325861930847168,0.1453483494428488,0.6469147430016444,2024-01-28 19:44:45.688374
39,-0.5887976884841919,0.1534491777420044,0.14340877624658438,0.6875045230755439,2024-01-28 19:44:51.532734
40,-0.5206871032714844,-0.05542266368865967,0.13959742280153128,0.8131943519298847,2024-01-28 19:44:57.385635
41,-0.3807815611362457,-0.22159606218338013,0.1574596262895144,0.7530307746850528,2024-01-28 19:45:03.259957
42,-0.09820297360420227,0.05001407861709595,0.13449988181774433,0.7669687550801497,2024-01-28 19:45:09.114737
43,-0.594965934753418,-0.07587099075317383,0.15217298636069665,0.8221048217553358,2024-01-28 19:45:14.964411
44,-0.5341815948486328,0.024596989154815674,0.12014980041063748,0.8807887728397663,2024-01-28 19:45:20.800558
45,-0.2755885720252991,-0.3268586993217468,0.1341266040618603,0.8025908433474027,2024-01-28 19:45:26.665478
46,-0.4612501859664917,0.2565429210662842,0.14287727429316593,0.7814457728312566,2024-01-28 19:45:32.529127
47,-0.6638482809066772,0.1371171474456787,0.1619779628056746,0.7748426790420826,2024-01-28 19:45:38.404693
48,-0.3766307830810547,-0.005896806716918945,0.1250556161770454,0.564370427108728,2024-01-28 19:45:44.262686
49,-0.1800920069217682,0.16871294379234314,0.13184807483966535,0.5850369930267334,2024-01-28 19:45:50.121180
